"Aca_ca"	"All_ma"	"Amp_sp"	"Ant_lo"	"Bat_de"	"Bla_br"	"Cap_ow"	"Cat_an"	"Chr_pe"	"Cop_ci"	"Cor_li"	"Dic_pu"	"Enc_cu"	"Enc_in"	"Ent_bi"	"Ent_hi"	"Fon_al"	"Gan_pr"	"Ich_ho"	"Lei_ma"	"Mit_da"	"Mon_br"	"Mor_ve"	"Nae_gr"	"Nem_pa"	"Nos_ce"	"Par_at"	"Par_sa"	"Par_tr"	"Phy_in"	"Pla_fa"	"Pol_pa"	"Roz_al"	"Sal_ro"	"Sch_po"	"Sph_ar"	"Spi_pu"	"The_tr"	"Tox_go"	"Try_br"	"Ust_ma"
"KOG3367"	1	2	0	0	1	1	1	1	1	0	0	3	0	0	0	0	1	1	1	2	0	1	1	1	0	0	1	0	1	1	1	1	2	3	0	1	1	1	1	3	0
"KOG3370"	4	1	1	1	1	1	1	2	1	1	1	2	1	2	5	14	1	1	0	0	2	1	3	1	1	1	1	0	2	1	0	0	0	1	1	1	1	1	0	0	1
"KOG3373"	0	2	0	0	1	1	0	0	0	1	1	6	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	2	1	1	1	0	1	1	1	1
"KOG3378"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0
"KOG3379"	2	2	1	2	1	1	1	1	1	1	2	1	1	1	0	0	1	1	1	1	2	1	1	1	0	1	1	1	0	0	1	0	2	2	1	1	1	1	2	1	1
"KOG3382"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	3	2	0	1	0	1	0	1	1	1	0	0	1
"KOG3386"	0	3	0	0	0	1	1	1	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	1	1	0	0	1
"KOG3389"	1	2	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1
"KOG3413"	1	2	0	2	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	2	1	1	1	0	0	1	0	3	1	0	1	0	1	1	1	1	1	0	1	1
"KOG3425"	0	2	0	0	1	1	2	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	2	0	1	0	1	1	1	1	1	0	0	0
"KOG3426"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1
"KOG3432"	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	2	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	2	0	1	1	1
"KOG3440"	1	2	0	0	1	1	1	2	1	1	1	0	0	0	0	0	1	1	1	0	2	0	1	1	0	0	2	0	1	0	0	0	2	1	1	1	1	1	0	0	1
"KOG3446"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1
"KOG3453"	1	4	0	0	1	1	1	2	1	1	1	1	0	0	0	0	1	1	0	2	2	2	2	1	0	0	1	0	1	1	2	1	2	1	1	1	1	1	2	1	1
"KOG3455"	2	2	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2	0	1	0	0	1	0	0	1	0	1	0	0	0	1
"KOG3456"	1	2	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	4	0	0	1	0	0	0	1	1	1	0	0	1
"KOG3458"	1	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	1	1	2	0	0	0	0	1	0	1	1	1	0	0	1
"KOG3466"	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
"KOG3468"	2	2	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1
"KOG3469"	0	2	0	0	0	1	2	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2	1	1	1	0	0	0	1
"KOG3474"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0
"KOG3477"	1	2	0	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	2	1	1	2	1	1	0	0	0	1	1	1
"KOG3495"	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"KOG3500"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG3568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
"KOG3574"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	2	2	0	0	0	1	1	2	1	1	1	2	1	1	1	1	1	1	0	1
"KOG3581"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	2	0	0	0	5	0	0	0	1	1	4	0
"KOG3588"	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"KOG3599"	2	1	0	0	1	0	9	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	9	0	4	1	4	0	1	0	11	0	0	0
"KOG3603"	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
"KOG3609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
"KOG3614"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
"KOG3619"	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	4	0	0	3	0	10	0	1	3	0	0	0	0	1	1	1	0	0
"KOG3622"	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	1	0	0	0
"KOG3624"	2	3	0	0	0	4	0	4	0	2	0	0	0	0	0	0	10	7	1	0	0	0	8	0	0	0	1	0	2	6	0	0	0	2	0	3	2	1	3	0	1
"KOG3625"	0	2	0	0	1	1	1	1	1	1	1	1	0	0	0	2	1	1	1	0	0	1	1	0	0	0	1	1	2	0	0	1	2	1	0	2	1	1	1	0	1
"KOG3626"	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0
"KOG3628"	0	3	0	0	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	2	2	0	0	2	0	0	0	1	0	1	0	0
"KOG3635"	0	1	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0
"KOG3641"	0	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	3	0	5	0	3	0	0	0	0	0	4	1	0	2	3	0	0	1	1	1	3	0
"KOG3652"	3	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	3	1	0	0	0	0
"KOG3659"	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0
"KOG3660"	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
"KOG3668"	2	0	1	0	0	0	4	0	3	0	3	4	0	1	0	0	2	0	2	0	4	0	1	0	1	1	3	1	2	1	1	4	2	0	0	4	0	2	1	0	0
"KOG3669"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"KOG3670"	5	2	1	0	0	1	2	1	5	0	0	0	0	0	0	0	0	4	0	0	2	1	1	0	0	0	0	1	6	0	0	5	0	1	0	0	4	4	0	0	0
"KOG3676"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"KOG3683"	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0
"KOG3684"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
"KOG3690"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"KOG3713"	1	4	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	3	3	0	0	0	2	3	0	0	3	1	0	2	0	0	2	0	0	3	0	1	0	0	0
"KOG3715"	0	1	0	0	0	0	2	0	1	0	2	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	2	1	1	0	0	0
"KOG3716"	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	5	0	2	0	0	0
"KOG3717"	2	8	0	0	3	3	3	4	4	3	4	0	0	0	0	0	3	5	0	0	4	0	6	0	0	0	8	0	7	2	0	0	4	0	0	6	3	2	0	1	2
"KOG3718"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"KOG3719"	2	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	4	0	0	5	0	0	0	1	0	1	0	2	0	3	1
"KOG3720"	2	6	2	1	1	3	1	2	6	1	1	3	0	1	1	0	0	2	2	0	0	2	3	5	1	1	1	2	2	2	0	2	2	2	1	2	2	5	0	0	1
"KOG3721"	0	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	2	1	3	1	0	2	1	2	0	0	2	0	0	2	0	1	0	2	1	1	2	1	2	2	1
"KOG3728"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
"KOG3729"	1	0	0	0	1	1	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	1	2	0	0	0
"KOG3730"	1	2	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0	1	0	1	0	0	5	2	0	0	1	0	0	2	0	1	0	0	0	1	0	1	1	1	1
"KOG3731"	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	1
"KOG3733"	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
"KOG3734"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"KOG3742"	1	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	3	2	0	0	1	2	0	0	0	2	2	2	0	0	0	2	1	0	3	1	1	0	0	1
"KOG3747"	0	2	0	0	1	2	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1
"KOG3749"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"KOG3750"	0	2	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1
"KOG3754"	2	2	0	0	1	2	2	1	1	1	1	1	0	0	0	0	1	1	1	1	2	9	1	1	1	1	2	1	2	1	1	1	2	1	0	1	1	1	1	1	1
"KOG3762"	1	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	3	0	0	0	0	4	3	1	6	0	2	10	2	0	1	1	0	0	0	0
"KOG3765"	3	0	0	0	0	0	4	0	7	1	0	11	0	0	0	0	0	2	2	0	0	6	7	0	0	0	3	0	5	0	0	10	0	7	0	7	0	0	0	0	0
"KOG3770"	3	0	0	0	0	0	7	0	2	3	1	2	0	0	0	3	1	0	0	1	0	0	5	1	0	0	1	0	3	0	0	2	0	0	0	1	1	0	0	0	1
"KOG3780"	0	8	0	0	1	4	2	4	1	2	0	0	0	0	0	0	2	0	1	0	0	0	2	1	0	0	0	1	0	0	0	1	0	1	3	0	1	0	0	0	1
"KOG3787"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	9	0	0	0	0	0	1	0	0	0	0	0
"KOG3788"	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	2	0	1	1	2	0	1	0	0	0	0	1	0	0	1	0	0	0	1
"KOG3789"	1	4	0	0	1	1	1	1	1	1	1	1	0	0	0	2	1	1	0	0	0	1	0	1	0	0	5	0	2	1	0	1	2	0	1	1	1	0	0	0	1
"KOG3796"	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0
"KOG3808"	1	1	1	0	1	1	2	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0
"KOG3810"	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0
"KOG3812"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG3820"	1	2	0	0	1	2	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	3	1	3	0	0	1	1	1	1	0	1	2	1	0	3	1	1	2	0	0
"KOG3822"	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	3	4	1	1	1	0	0	2	3	0	1	0	1	0	1	0	1	0	1	0	1	1
"KOG3823"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	0	0	0	0	0	2	1	1	1	1	0	0	0	1
"KOG3826"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	1	1	0	2	0
"KOG3827"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	6	0	0	0	2	0	1	0	0	0	0	0
"KOG3845"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
"KOG3846"	1	2	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	4	0	0	1	2	1	0	1	1	0	0	1	1
"KOG3847"	1	2	0	0	2	1	1	1	0	1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	1	0	0	2	0	1	2	1	0	0	1	2
"KOG3851"	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	1	0	0	1	0	4	1	0	1	0	0	1	1
"KOG3855"	1	2	0	0	1	1	0	1	1	2	2	2	0	0	0	0	0	1	1	1	2	0	1	1	0	0	2	1	3	2	0	1	0	0	1	1	1	2	1	1	0
"KOG3857"	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	8	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	2
"KOG3867"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	28	0	0	0	0	8	0	3	0	0	0	0	17	1	0	0	1	0	0	1
"KOG3870"	0	2	0	0	1	1	1	1	1	3	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	2	4	1	0	2	1	2	1	2	0	1	1	2
"KOG3877"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
"KOG3879"	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG3880"	1	0	0	0	0	0	1	0	5	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	2	1	0	0	0	1	1	1	0	2	0	0	1
"KOG3882"	0	4	0	0	1	1	3	2	3	0	0	0	0	0	0	0	2	2	0	0	0	1	3	0	0	0	8	0	0	0	0	0	0	2	0	0	2	2	0	0	0
"KOG3888"	0	3	0	0	2	2	1	3	0	1	2	0	0	0	0	0	1	1	1	0	0	1	2	0	0	0	2	0	2	1	0	0	1	1	0	0	1	0	0	0	1
"KOG3889"	1	2	0	0	2	1	1	1	2	1	1	0	0	0	0	0	2	1	1	0	0	1	1	1	0	0	2	0	2	1	0	0	2	1	0	1	2	1	0	0	1
"KOG3892"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1
"KOG3893"	1	3	1	0	1	1	1	2	1	1	1	1	0	0	0	4	1	1	0	1	2	1	1	1	0	0	3	1	1	1	1	1	0	1	1	1	1	0	1	1	1
"KOG3906"	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"KOG3907"	0	2	0	0	1	1	2	1	1	1	1	0	0	0	0	0	0	1	1	0	0	25	1	0	0	0	1	0	5	0	0	0	0	1	0	1	1	0	0	0	1
"KOG3916"	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"KOG3917"	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"KOG3923"	0	2	0	0	0	1	0	1	1	2	0	1	0	0	0	0	1	3	0	0	0	1	2	0	0	0	1	0	2	8	0	1	0	0	1	0	1	0	0	0	2
"KOG3925"	0	2	0	0	0	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1
"KOG3936"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"KOG3940"	0	0	0	0	2	1	0	1	2	0	2	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	2	0	3	0
"KOG3954"	1	2	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	2	1	0	0	3	0	5	1	0	1	2	1	1	1	1	0	1	1	1
"KOG3957"	2	2	0	0	1	1	1	1	1	4	2	1	0	0	0	0	0	5	2	0	0	2	3	2	0	0	1	0	2	1	0	2	0	3	0	6	1	3	0	0	3
"KOG3964"	1	2	0	0	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	4	1	1	0	0	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1
"KOG3968"	3	0	0	0	1	0	2	0	1	1	0	2	0	0	0	2	0	2	0	1	0	0	2	1	0	0	1	1	2	5	0	2	0	0	2	3	1	1	0	1	1
"KOG3969"	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	2	0	1	0	0	2	0	1	0	1	1	1	1	0	2	0	0	0	0	1	1	0	1	0	0	1
"KOG3974"	1	2	1	2	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	2	1	4	1	1	1	2	0	1	1	2	1	1	0	1
"KOG3975"	1	2	0	0	1	1	1	1	1	1	0	1	0	0	0	2	0	1	0	1	0	0	1	1	0	0	1	0	3	1	0	1	0	0	0	1	1	1	0	1	0
"KOG3976"	0	2	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	1	0	2	0	0	0	1
"KOG3981"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1
"KOG3984"	0	4	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	3	0	0	0	1	1	1	0	0	0	1	1	2	0	0	2	1	1	2	0	0	0	0	1
"KOG3985"	0	2	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
"KOG3995"	2	2	0	0	1	1	2	1	1	1	1	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	2	0	0	1	2	1	0	1	1	1	0	0	1
"KOG3996"	1	4	0	0	2	2	0	1	0	2	2	1	0	0	0	0	0	1	1	0	4	2	1	0	0	0	0	2	3	2	2	1	7	2	2	2	2	2	2	0	2
"KOG4009"	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"KOG4013"	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"KOG4022"	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	7	0	1	1	1	0	0	1	1	1	1	0	1	2	1	0	1	1	1	0	0	0
"KOG4040"	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0
"KOG4044"	2	2	0	0	1	1	1	1	2	1	1	3	0	0	0	0	1	0	1	4	0	1	1	1	0	0	2	0	3	1	0	1	2	1	0	1	1	1	0	0	1
"KOG4061"	0	2	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	2	1	1	1	0	0	1	0	2	0	0	0	0	0	1	1	1	0	0	1	0
"KOG4064"	1	2	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	2	1	0	0	1	0	2	1	0	1	2	1	0	0	1	0	0	0	0
"KOG4067"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	3	1	0	0	2	0	1	1	1	0	0	0	0
"KOG4069"	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0
"KOG4075"	0	1	0	0	1	1	1	2	1	1	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	1	1	2	0	0	0	1
"KOG4077"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	2	1	2	0	0	0	1	1	2	0	0	0	2	1	1	1	1	0	0	0	1
"KOG4093"	0	2	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
"KOG4097"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	2	0	0	0	1
"KOG4100"	0	2	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	2	0	1	1	0	0	1	0	2	1	0	0	2	0	1	1	1	1	0	0	1
"KOG4102"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
"KOG4103"	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0
"KOG4105"	1	2	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	2	0	0	1	2	2	0	0	1	0	0	0	0
"KOG4116"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1
"KOG4123"	1	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	1
"KOG4125"	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
"KOG4126"	1	4	0	0	3	2	1	5	2	1	2	1	0	0	0	0	2	2	0	0	2	0	5	1	0	0	1	0	3	2	0	1	4	0	1	0	3	1	0	0	2
"KOG4128"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
"KOG4129"	1	1	2	0	0	1	2	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	2	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	2
"KOG4132"	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	1	1	0	0	0	0	1
"KOG4135"	0	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	2	0	1	1	0	0	0	1	1	2	1	0	1	0	1	1	2	1	0	0	1	1
"KOG4136"	1	3	0	0	1	0	2	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	3	0	0	1	1	0	1	1	1	1	0	0	0
"KOG4142"	1	4	0	0	0	2	4	2	2	1	0	2	0	0	0	4	1	2	0	1	0	1	2	1	0	0	2	0	4	0	0	2	0	1	1	0	2	1	0	0	1
"KOG4145"	0	0	0	0	2	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	0	0	1
